#Frequency,Eps1,Eps2,Eps1,Eps2
430.695,-101.6967706,11.44667561,5,0.1
431.337,-101.3353211,11.42118971,5,0.1
431.98,-101.0381265,11.40631291,5,0.1
432.623,-100.8138517,11.33364789,5,0.1
433.266,-100.6070648,11.13680116,5,0.1
433.909,-100.2963421,10.79764502,5,0.1
434.552,-99.80956084,10.46842824,5,0.1
435.194,-99.1979746,10.23740195,5,0.1
435.837,-98.53346778,10.15777084,5,0.1
436.48,-97.91324047,10.24011799,5,0.1
437.123,-97.43915233,10.43074622,5,0.1
437.766,-97.11917111,10.56638849,5,0.1
438.409,-96.85802893,10.60067975,5,0.1
439.051,-96.56667632,10.54230371,5,0.1
439.694,-96.22479543,10.49759255,5,0.1
440.337,-95.89561361,10.47647026,5,0.1
440.98,-95.59218369,10.42711258,5,0.1
441.623,-95.28110085,10.34460631,5,0.1
442.265,-94.96119479,10.26108454,5,0.1
442.908,-94.6644144,10.16053149,5,0.1
443.551,-94.32883069,9.949324654,5,0.1
444.194,-93.88247194,9.764671475,5,0.1
444.837,-93.40604677,9.659961133,5,0.1
445.48,-92.954128,9.580292016,5,0.1
446.122,-92.49667952,9.479606999,5,0.1
446.765,-92.01896062,9.406839665,5,0.1
447.408,-91.51143821,9.309733406,5,0.1
448.051,-90.93357284,9.262127895,5,0.1
448.694,-90.32655649,9.317778939,5,0.1
449.337,-89.76742209,9.495484194,5,0.1
449.979,-89.33100817,9.737241385,5,0.1
450.622,-89.02084966,9.938158577,5,0.1
451.265,-88.75724409,10.02923162,5,0.1
451.908,-88.45851717,10.05572707,5,0.1
452.551,-88.11426681,10.0737891,5,0.1
453.194,-87.7440967,10.11517496,5,0.1
453.836,-87.38596904,10.19514779,5,0.1
454.479,-87.07096407,10.28128689,5,0.1
455.122,-86.78611684,10.32468927,5,0.1
455.765,-86.47753422,10.31654733,5,0.1
456.408,-86.12328998,10.31842288,5,0.1
457.051,-85.75794492,10.35438629,5,0.1
457.693,-85.41577985,10.41176931,5,0.1
458.336,-85.09193266,10.44399151,5,0.1
458.979,-84.74736347,10.45345364,5,0.1
459.622,-84.36384099,10.47295066,5,0.1
460.265,-83.96855793,10.55180338,5,0.1
460.907,-83.62309197,10.67380961,5,0.1
461.55,-83.3350355,10.76071207,5,0.1
462.193,-83.03608942,10.77366451,5,0.1
462.836,-82.65977965,10.77105069,5,0.1
463.479,-82.22323832,10.84281547,5,0.1
464.122,-81.81444063,11.02165484,5,0.1
464.764,-81.50185539,11.23425378,5,0.1
465.407,-81.26987836,11.40115023,5,0.1
466.05,-81.04851796,11.48321715,5,0.1
466.693,-80.78333895,11.53799687,5,0.1
467.336,-80.49979819,11.61341134,5,0.1
467.979,-80.22106446,11.6717821,5,0.1
468.621,-79.91430747,11.70609816,5,0.1
469.264,-79.55680259,11.75341697,5,0.1
469.907,-79.15775591,11.84826097,5,0.1
470.55,-78.76620919,12.03332469,5,0.1
471.193,-78.43893725,12.2547936,5,0.1
471.836,-78.15943123,12.45198222,5,0.1
472.478,-77.87553359,12.61310107,5,0.1
473.121,-77.53725988,12.76722176,5,0.1
473.764,-77.13836748,12.99267297,5,0.1
474.407,-76.72784185,13.34018168,5,0.1
475.05,-76.38403032,13.8372657,5,0.1
475.693,-76.18908333,14.43656044,5,0.1
476.335,-76.189255,15.0767164,5,0.1
476.978,-76.40082121,15.6636101,5,0.1
477.621,-76.7757312,16.10255916,5,0.1
478.264,-77.25052896,16.38688213,5,0.1
478.907,-77.77967989,16.46291191,5,0.1
479.549,-78.27691786,16.33956523,5,0.1
480.192,-78.6794968,16.04554944,5,0.1
480.835,-78.94614514,15.64642311,5,0.1
481.478,-79.06853363,15.18590654,5,0.1
482.121,-79.03837743,14.71700045,5,0.1
482.764,-78.88465883,14.31014963,5,0.1
483.406,-78.65378761,13.97023047,5,0.1
484.049,-78.38078878,13.73092679,5,0.1
484.692,-78.12225532,13.5720339,5,0.1
485.335,-77.91282524,13.46822038,5,0.1
485.978,-77.75928527,13.35449355,5,0.1
486.621,-77.63120007,13.2151919,5,0.1
487.263,-77.5069667,13.03664594,5,0.1
487.906,-77.36384038,12.83005768,5,0.1
